Month,Year,Comments
1,2021,GREAT ATTITUDE OF THE PEOPLE
1,2021,YOU HAVE BEAUTIFUL NATURAL SCENERY. MAYBE MAKE MORE USE OF IT AND MAKE IT MORE ACCESSIBLE
1,2021,GOOD JOB
1,2021,ONE LOVE! THANK YOU JAMAICA
1,2021,EVERY THING ALMOST PERFECT. DISCARDED TRASH
1,2021,WE HAD A FANTASTIC TIME
1,2021,COVID TEST COST TOO MUCH
1,2021,AMERICAN AIRLINE BAG CHECK STAFF HAS AN ATTITUDE PROBLEM
1,2021,DOLPHIN COVE. I DONT BELIEVE IN CAPTURING ANIMALS FOR ENTERTAINMENT
1,2021,ANDREA WITH AMERICAN AIRLINES WAS EXTREMELY RUDE AND UNHELPFUL
1,2021,LOVED JAMAICA! THE PEOPLE ARE GREAT AND GREAT COVID PROTECTIONS
1,2021,BEST TRIP EVER!
1,2021,BEAUTIFUL COUNTRY
1,2021,THANK YOU FOR YOUR LOVE
1,2021,IDENTIFY GUESTS WHO DO NOT COME TO PARTICIPATE IN TRAVEL CLUB
1,2021,WE ARE DISAAPOINTED CANADA IS BANNING FLIGHTS IN SUCH TOUGH TIMES
1,2021,EVERYONE WAS VERY FRIENDLY . EXCELLENT INFECTION CONTROL PROTOCALS
1,2021,EVERYONE WAS VERY FRIENDLY.
1,2021,AMAZING TRIP. PHENOMENAL ACCOMODATIONS AND STAFF. EXCELLENT PRECAUTIONS IN PLACE. I NEVER FELT UNSAFE. THANK YOU ALL
1,2021,GIVE ME MONEY FOR FILLING OUT THIS TIME CONSUMING THING
1,2021,SAD AT THE DISHONESTY I EXPERIENCED
1,2021,THANK YOU FOR HAVING US!
1,2021,EXCELLENT VACATION
1,2021,GROUND TRANSPORTATION MY GREATEST CONCERN! ROADS
1,2021,SANDALS SOUTHCOAST WAS TERRIFIC WITH WONDERFUL PEOPLE AND ACCOMODATIONS
1,2021,NO OPENING AT GOLDENEYE SUPPOSED DUE TO COVID. VERY DISSAPOINTING
1,2021,CRIME RATE NEED TO FIX
1,2021,CUPS AT RESORTS SHOUDL BE 1X USE
1,2021,LOVE YOUR RESPECT
1,2021,AMAZING CANNOT WAIT TO COME BACK
1,2021,"EVERYONE IS EXTREMELY , FRIENDLY AND RESPONSIBLE WITH COVID ISSUES"
1,2021,EVERYTHING WAS EXCELLENT. LOVED IT
1,2021,"KEEP ACCESS TO DEPARTURE , EASY AND FRIENDLY"
1,2021,REGISTRATION PROCESS SHOULD BE STREAMLINED TO DO ALL FAMILY MEMBERS AT ONCE INSTEAD OF INDIVIDUALLY
1,2021,SANDALS ROYAL CARIBBEAN IS POOR
1,2021,HOTEL JEWEL GRANDE MADE COVID TEST EASY FOR RETURN TO US
1,2021,I LOVED JAMAICA
1,2021,THANK YOU FOR YOUR HOSPITALITY!
1,2021,"HAD A WONDERFUL TIME, THANKS"
2,2021,Best place to start a business.
2,2021,Food is way too expensive.
2,2021,We love Jamaica and have come yearly for the past twenty years.
2,2021,"Change local culture on littering. Clean up trash on the side of the roads, we can't have plastic by the ocean."
2,2021,Great job. Safer than in US.
2,2021,Hope to be back soon. We love it here.
2,2021,Didn't know we had to do authorizations to go USA. Would have been nice to know.
2,2021,Wonderful trip. Loved it.
2,2021,Can't wait for next trip.
2,2021,See you in June.
2,2021,Need better service at flight desk for check in.
2,2021,"Get crime under control, fix roads and extend WiFi access everywhere."
2,2021,"This was my 9th trip to Negril. I love it here, very relaxing."
2,2021,Please improve hotel food.
2,2021,I love Jamaica and the amazing people who live here.
2,2021,Customer care peeps are not nice when we call the airport for information.
2,2021,Jamaica was amazing.
2,2021,Thanks for the visit.
2,2021,Yeah mon. Respect.
2,2021,The JA government needs to do more to help its people. We met so many hungry people and kids unable to afford school fees.
2,2021,Food was the best thing here.
2,2021,No we really enjoyed it.
2,2021,I am a travel agent and Jamaican specialist.
2,2021,People are wonderful.
2,2021,Great experience from airport to resort.
2,2021,Jamaica is awesome. Will be back soon.
2,2021,Good job overall.
2,2021,I could not have a better vacation anywhere. Everything was excellent.
2,2021,The process to get a covid test to return to the US was quite taxing. When I called the facilities I got no answers.
2,2021,The hand sanitizing is over the top.
2,2021,"Love Jamaica, love the people, the music - Bob Marley, food, drinks and culture."
2,2021,Close Zoetry.
2,2021,I love everything about Jamaica. Beautiful place and people.
2,2021,Always enjoy Jamaica!
2,2021,Get better touring options and availability.
2,2021,Lots of garbage on the roads.
2,2021,Encourage hotel employees and residents not to stare at guests and tourists. It makes us very uncomfortable and is considered rude.
2,2021,All the paperwork is repetitive. Have people be serious about covid.
2,2021,We spent a lot of money to come here and the people expect more.
2,2021,Make attestation form known at resort.
2,2021,Very friendly people and kind.
2,2021,Educate.
2,2021,"Great work! I just wish travellers at airport all had proper masks and not, neck warmer."
2,2021,"I would like to visit after COVID to see more attractions, culture and land."
2,2021,Everyone was nice.
2,2021,"Beautiful ocean views, Moon Palace service was exceptional. We would like to return."
2,2021,I love this country. Please don't close it again if you can help it.
2,2021,More knowledge by hotel on what attractions are available.
2,2021,Thumbs up.
2,2021,Stop covid regulations!
2,2021,We love Hilton Rose Hall.
2,2021,Very friendly people.
2,2021,We love the friendly Jamaican people.
2,2021,"Beautiful place, excellent service."
2,2021,"Need more signages on roads, businesses etc."
2,2021,Less trash in the rivers and take better care of traffic safety and stray dogs.
2,2021,Love Negril.
2,2021,"Very happy, friendly environment."
2,2021,Men should not be so sexual. Very uncomfortable here!
2,2021,Hotel was amazing - staff was awesome. Shopping areas were scary!
2,2021,Thanks for everything.
2,2021,More info on where to get tested before departure.
2,2021,Fantastic country.
2,2021,We can't wait to come back! Secrets is amazing.
2,2021,Everyone is very friendly. Will come again.
2,2021,The women need to be more friendly.
2,2021,Everything irie.
2,2021,Make sure US Airlines are clear on requirements to enter Jamaica.
2,2021,Disappointed RIU and Carib. Scuba very good.
2,2021,Better fitting masks for workers.
2,2021,Loved the people of Jamaica. Loved beaches and diving (Scuba).
2,2021,We love the people and the island.
2,2021,I love Jamaica always an amazing experience!
3,2021,transportation horrible
3,2021,beautiful country
3,2021,slim jimmy needs a raise
3,2021,SO GRATEFUL
3,2021,YA MON
3,2021,TIPPING IS IMPORTANT BUT KINDA ANNOYING THERE IS SO MUCH BEGGING
3,2021,"WE WILL BE BACK, EVERYONE WAS SO NICE"
2,2021,"GREAT TIME, THANK YOU JAMAICA"
3,2021,I WAS CONFUSED ABOUT WHAT TO SELECT FOR TYPE OF STAY AS IT WAS AN AIRBNB FOR THE TRAVEL AUTHORIZATION FORM
3,2021,WE HAD AN AMAZING TIME
3,2021,HOTEL NEEDS TO BETTER TRAIN STAFF TO TALK TO PEOPLE
3,2021,HOPE JAMAICA GETS THROUGH THE PANDEMIC SOON!
3,2021,GREAT PLACE AND VERY FRIENDLY PEOPLE. DEFINATELY BETTER THAN MEXICO
3,2021,FABOULOUS THANK YOU!
3,2021,HAD AN AMAZING TIME
3,2021,PEOPLE HAD WONDERFUL ATTITUDES!
3,2021,LOVED OUR TRIP. LOVE THE JAMAICAN PEOPLE
3,2021,LOVED IT HERE. PLAN ON COMING AGAIN
3,2021,ALL THE PEOPLE ARE SO FRIENDLY
3,2021,I AM VERY HAPPY AND PLEASED WITH MY OVERALL STAY AT JAMAICA
3,2021,THANK YOU FOR GATHERING INFORMATION ABOUT OUR STAY
3,2021,WAY TO HELP GUESTS TO UNDERSTAND HOW THE UPCOMING CURFEWS AFFECT THEM
3,2021,THE POLICE PRESENCE MADE ME FEEL SAFE
3,2021,LOVED IT!
3,2021,"GREAT JOB, TRAVEL WEBSITE WAS AWESOME"
3,2021,KEEP UP THE GREAT WORK
3,2021,BETTER SECURITY FOR TOURISTS AT ATTRACTIONS
3,2021,TAXIS TOO EXPENSIVE
3,2021,MANY PLACES HAVE MUSIC TOO LOUD
3,2021,"GREAT PLACE, EXCELLENT EXPERIENCE"
3,2021,WE LOVE IT HERE
3,2021,THANKS FOR A GREAT VACATION
3,2021,WHITE HENESSEY TOO EXPENSIVE
3,2021,FEMALE WORKERS NOT FRIENDLY
3,2021,DRACONIAN COVID RESTRICTIONS ARE KEEPING MANY PEOPLE WHO WOULD LIKE TO VISIT AWAY
3,2021,CUSTOMER SERVICE IS POOR WHEN DIRECTED TO JAMAICANS LIVING OVERSEAS
3,2021,"WONDERFUL VACATION , CANT WAIT TO COME BACK"
3,2021,WE HAD A GREAT TIME
3,2021,OPEN THE BEACHES PLEASE
3,2021,THIS SURVEY IS TOO LENGTHY
3,2021,COMMUNITY EFFORTS TO GIVE BACK TO  LOCALS
3,2021,I LOVE JAMAICA AND EVERYTHING ABOUT MY VACATION HERE
3,2021,JAMAICA IS SO LOVELY AND ALL THE PEOPLE ARE SO FRIENDLY AND HELPFUL
3,2021,ENJOYED OUR TRIP. VERY NICE
3,2021,I SPENT A COUPLE HOURS CLEANING THW BEACH AND FILLED 2 BIG BAGS FULL BUT BARELY MADE A DENT. YOU SHOULD PAY PEOPLE TO CLEANTHE BEACH
3,2021,OUR RETURN FLIGHT FROM MBJ TO EWR VERY DISSAPOINTING WITH UNITED
3,2021,BEAUTIFUL PLACE. WE PLAN ON RETURNING
3,2021,"LOVE IT HERE , GOD BLESS!"
3,2021,THE INFORMATION ON COVID TEST REQUIREMENTS WAS VERY CONFUSING
3,2021,BE MORE RELAXED ONCE TEST NEGATIVE FOR COVID
3,2021,A LITTLE MORE RELAXED BECAUSE OF NEGATIVE COVID RESULTS
3,2021,NICE TRIP
3,2021,more information on local covid testing site and cost
3,2021,there was no info about country's curfew on the website
3,2021,people so nice
3,2021,first time using montego bay airport. everything so convienient. the people are pleasant
3,2021,it was a very good trip. thank you
3,2021,i love it here
3,2021,"great trip, covid protocals well done"
3,2021,they treat whites better than their own blacks
3,2021,we loved it. thank you
3,2021,wonderful time!
3,2021,job well done keeping residents and tourist safe during a pandemic
3,2021,amazing experience. planning next trip already
3,2021,it would be nice to have wifi in the departure lounge terminal
3,2021,educate the vendors on customer service. please improve customer service
3,2021,vaccination should change testing requirements
3,2021,irie
3,2021,the sanitizing is a bit over the top
3,2021,this is a long survey
3,2021,great country to do business
4,2021,Awesome country! Will be back soon.
4,2021,"Airport entry in Jamaica was very crowded and individuals (kiosks, line, etc) were not socially distant."
4,2021,The hospitality in Jamaica is amazing!
4,2021,Jamaica is beautiful and the people are so kind!
4,2021,Better communication on COVID paperwork to be filled out for travel.
4,2021,Jamaica need to stop do things just because of money.
4,2021,"Clarify needed COVID documentation. Remove ""ideally"" and indicate exactly what is needed."
4,2021,Lots of fun while staying safe.
4,2021,"Awesome country, awesome people."
4,2021,Better airport Wi-Fi.
4,2021,Give tourists a safe place to get tested.
4,2021,See you soon.
4,2021,"Very impressed with COVID response, i've been a RN for 25 years. Your country is doing it right."
4,2021,I had an excellent time in Jamaica and will be back.
4,2021,"We love Jamaica, come every year."
4,2021,"Beautiful country, delicious food. Felt a little nervous on the streets."
4,2021,Almost missed flight coming. AA did not have a rapid test on system as acceptable test for Jamaica.
4,2021,Had I not looked at the website multiple times we would not have had our covid test at the right time.
4,2021,"Love everything, beautiful people."
4,2021,Thank you for allowing us to visit home.
4,2021,"Hospitality staff needs to work on their services, not very friendly or accommodating."
4,2021,Stop with all the harassing and disinfectant - proven that COVID is airborne and you can't get from touching things. This was stupid and annoying.
4,2021,We love Jamaica and will be back very soon.
4,2021,"Love the people in Jamaica, so kind."
4,2021,I would love for the roads to be better.
4,2021,Being that we get tested over the US before the trip we do not need to be tested again.
4,2021,Too many people are at the beaches.
4,2021,Staff are condescending. Get more good ones.
4,2021,Next visit I'd like to see more people wearing masks.
4,2021,My wife and I had a good time.
4,2021,Beautiful place but the men need to be more professional.
4,2021,Close it you're not going to allow anything for tourists to do.
4,2021,Stayed at Sandals Negril excellent.
4,2021,Hotels should not keep visitors from exploring outside of the resorts.
4,2021,Custom officer very rude.
4,2021,Too much begging this trip.
4,2021,Keep up the great job! Just change the political strife.
4,2021,I would like to see Mothers patty restaurant at airport and icecream.
4,2021,Loved our time here. Friendliest place we have visited yet.
4,2021,COVID was hard to go off resort to site see but overall wonderful.
4,2021,The entire Jamaican experience was awesome. The people are so friendly.
4,2021,Need ac in the airport.
4,2021,I love it here.
4,2021,Airport departing Jamaica was confusing and staff was not as helpful as one would hope for.
4,2021,Excursion info was wrong online.
4,2021,"First time here - attitude and energy of Jamaica people is amazing, beautiful country. Amazing time, will return based on experience."
4,2021,The curfew is a bit much and the policing needs improvement.
4,2021,I just won't come back until some COVID restrictions are lifted.
4,2021,Teach the children not to litter! Clean up the trash everywhere!
4,2021,Great trip.
4,2021,Royalton Blue Waters was phenomenal.
4,2021,Amazing.
4,2021,Loosen the face mask requirements.
4,2021,Noel Wright is amazing. They should have more people like him.
4,2021,Beautiful island.
4,2021,Noel Wright was our taxi driver and he was amazing.
4,2021,The most friendly people ever.
4,2021,We enjoyed our stay in Jamaica.
4,2021,Better process for PCR test for tourist a website link to click and register.
4,2021,RIU Montego Bay overcrowded on weekend during pandemic.
4,2021,Need to have more choices of deep sea fishing and lower cost.
4,2021,Cheaper excursions.
4,2021,Jamaica did a great job making us feel safe to return.
4,2021,Such a peaceful place.
4,2021,Better communication of the attractions/ things to do while in Jamaica at Sandals.
4,2021,So beautiful - can't wait to come back.
4,2021,Stop the peddlers from extorting dollars from visitors.
5,2021,One Love!
5,2021,Beautiful country and people.
5,2021,Better WiFi at airport.
5,2021,We loved Jamaica! Had an excellent time! Want to come back.
5,2021,Being pressured to buy things all the time.
5,2021,Loved it!
5,2021,Scuba diving at Couples Swept Away will make us return.
5,2021,7 mile beach and Scuba.
5,2021,Make Red Stripe lemon available in USA!!! Please.
5,2021,Great vibe - we were very pleased with island vibe and happiness of community. We will be back.
5,2021,More air conditioning in the airport.
5,2021,I wish the hotel and or Jetblue would have told us about COVID test. We missed our flight because of this.
5,2021,Wish someone told us to test before. We missed our flight because of this.
5,2021,"Watch your water quality, not as blue."
5,2021,Great time mon.
5,2021,Everyone is super friendly and very helpful.
5,2021,Thank you for a beautiful trip!
5,2021,Amazing experience.
5,2021,Make the test requirements clearer and easier to find on the website. Make the resilient corridor easier to see when in Jamaica. Guide customers to the easiest test for entry to Jamaica and reentry to USA.
5,2021,Because of COVID activities were limited.
5,2021,Luggage carriers should not complain about the tip.
5,2021,Better art gallery to exhibit local artist.
5,2021,Thanks.
5,2021,Coming back to Mobay in August 9th trip.
5,2021,Love you Jamaica. I'll be back.
5,2021,Nope. Jamaica has it covered. Very up to date.
5,2021,Jamaica was great. We want to come back when there are no restrictions. I wish the safety corridor was more.
5,2021,More native fruits and Jamaican food should be offered at the resort.
5,2021,I wish there were more Jamaican food and fruit at the resort for more of a authentic experience.
5,2021,The acceptance of rapid test would make travel much easier.
5,2021,Always great when we visit.
5,2021,We find the staff at Couples to be more attentive and friendly.
5,2021,Enjoyed the stay. Only issue was flight delays on way home.
5,2021,I found most all the men were very nice and accomodating. The women were not as friendly service at our resort was horrible but overall I loved it.
5,2021,Amazing country.
5,2021,Staff at resorts should be tested.
5,2021,Change curfew time.
5,2021,COvid test should be 7 to 10 days.
5,2021,Open up the country stop requiring masks we were vaccinated and tested.
5,2021,We love the Jamaican people.
5,2021,Very nice stay.
5,2021,Airport staff is rude and only want to assist with customer if compensation is involved.
5,2021,More clear signage in airport.
5,2021,Your employees need training on customer service.
5,2021,Hookers are crazy.
5,2021,"Hotel Secret St James, better access for the handicapped, especially elevator."
5,2021,"Yeah mon, let's go!"
5,2021,The people of Jamaica could be more friendly.
5,2021,Looking forward to coming back when masks are not required. I miss seeing the faces of the locals smiling.
5,2021,Very poor customer service at Royalton hotel.
5,2021,"It was wonderful, we have booked our next trip here with other family."
5,2021,AC in airport.
5,2021,Airlines need to tell us about Jamaica rules on website.
5,2021,Great.
5,2021,Better ac in airport.
5,2021,Jamaica so nice.
5,2021,"Overpriced. Nice country, nice people, cost too much."
5,2021,Open everything back up!
5,2021,More water.
5,2021,Had a wonderful time.
5,2021,Honestly mask wearing outside at Beaches seemed unecessary and provisions should be made for vaccinated people.
